hanzi,pinyin,pinyinToneless,tone
荷,hé,he,2
搸,zhēn,zhen,1
磘,qìng,qing,4
瀭,瀭,瀭,
韜,tāo,tao,1
贤,xián,xian,2
譈,dùi,dui,4
䅋,wǎn,wan,3
䖄,rán,ran,2
终,zhōng,zhong,1
郘,lv̌,lv,3
餟,zhùi,zhui,4
拂,fú,fu,2
乞,qǐ,qi,3
転,zhuǎn,zhuan,3
㼵,dì,di,4
摩,mó,mo,2
鶭,fǎng,fang,3
蝬,zōng,zong,1
喻,yù,yu,4
㢚,lǔ,lu,3
檍,yì,yi,4
咄,duō,duo,1
䋁,gěng,geng,3
允,yǔn,yun,3
焃,hè,he,4
貅,xīu,xiu,1
韙,wěi,wei,3
䓺,měi,mei,3
夔,kúi,kui,2
敭,yáng,yang,2
㺁,nǎo,nao,3
帄,dīng,ding,1
伃,yú,yu,2
跩,zhuǎi,zhuai,3
偮,jí,ji,2
䈹,sǒu,sou,3
衙,yá,ya,2
㚋,㚋,㚋,
貇,kūn,kun,1
猹,zhā,zha,1
觪,xīng,xing,1
鼹,yǎn,yan,3
榃,tán,tan,2
烺,lǎng,lang,3
庶,shù,shu,4
砳,lè,le,4
板,bǎn,ban,3
斨,qiāng,qiang,1
飕,sōu,sou,1
忋,gǎi,gai,3
乕,hǔ,hu,3
錆,qiāng,qiang,1
疍,dàn,dan,4
艝,艝,艝,
侄,zhí,zhi,2
䁌,yù,yu,4
矙,kàn,kan,4
脿,biāo,biao,1
䡾,nèi,nei,4
爠,爠,爠,
仁,rén,ren,2
扈,hù,hu,4
䥁,hán,han,2
鋒,fēng,feng,1
敵,dí,di,2
鬍,hú,hu,2
豚,tún,tun,2
䢮,lèi,lei,4
邒,tíng,ting,2
荸,bí,bi,2
骰,tóu,tou,2
癄,qiáo,qiao,2
鼝,yuān,yuan,1
㲃,jìu,jiu,4
芋,yù,yu,4
烜,xuǎn,xuan,3
滦,luán,luan,2
嘕,xiān,xian,1
籔,sǒu,sou,3
梠,lv̌,lv,3
毣,mù,mu,4
蛒,gé,ge,2
亼,jí,ji,2
哠,hào,hao,4
䎣,sì,si,4
䈗,suǒ,suo,3
嘇,sān,san,1
㩲,kǔn,kun,3
憘,xǐ,xi,3
蒬,yuān,yuan,1
擜,擜,擜,
㟝,péi,pei,2
酅,xī,xi,1
纅,lì,li,4
郇,xún,xun,2
壉,jù,ju,4
㷍,lún,lun,2
㶹,hòng,hong,4
䊧,bì,bi,4
痺,bì,bi,4
琀,hán,han,2
縛,fú,fu,2
鑹,cuàn,cuan,4
橜,jué,jue,2
脉,mài,mai,4
雡,lìu,liu,4
牣,rèn,ren,4
躵,躵,躵,
締,dì,di,4
㧗,zǐ,zi,3
鲿,cháng,chang,2
䆒,jìu,jiu,4
敥,yàn,yan,4
鍱,yè,ye,4
蠳,yīng,ying,1
䍚,làng,lang,4
擴,kuò,kuo,4
䎥,䎥,䎥,
劋,jiǎo,jiao,3
藈,kūi,kui,1
㨃,chéng,cheng,2
㳗,chài,chai,4
挝,zhuā,zhua,1
䰵,䰵,䰵,
軵,rǒng,rong,3
蓭,ān,an,1
犟,jiàng,jiang,4
暢,chàng,chang,4
䯤,kuài,kuai,4
鮶,jūn,jun,1
㒓,tà,ta,4
䬠,䬠,䬠,
扝,kū,ku,1
濷,fèi,fei,4
傌,mà,ma,4
㬾,㬾,㬾,
螮,dì,di,4
㸺,㸺,㸺,
枺,mò,mo,4
扭,nǐu,niu,3
駟,sì,si,4
鱶,xiǎng,xiang,3
唑,zuò,zuo,4
澟,lǐn,lin,3
㚻,㚻,㚻,
宻,mì,mi,4
伝,chuán,chuan,2
剰,shèng,sheng,4
馹,rì,ri,4
㽚,chì,chi,4
䣳,䣳,䣳,
吇,zǐ,zi,3
㩌,fèi,fei,4
䑙,rán,ran,2
籽,zǐ,zi,3
悋,lìn,lin,4
㡐,㡐,㡐,
菾,tián,tian,2
踸,chěn,chen,3
鑀,ài,ai,4
鰈,dié,die,2
莖,jīng,jing,1
岹,tiáo,tiao,2
䓔,䓔,䓔,
佰,bǎi,bai,3
㻐,㻐,㻐,
㸀,tái,tai,2
聕,hào,hao,4
湒,jí,ji,2
霤,lìu,liu,4
㽄,㽄,㽄,
冉,rǎn,ran,3
簛,sī,si,1
吘,ǒu,ou,3
睄,shào,shao,4
䡮,䡮,䡮,
趢,lù,lu,4
靗,chèng,cheng,4
䯓,kúi,kui,2
䞮,䞮,䞮,
拄,zhǔ,zhu,3
陖,xùn,xun,4
蚲,píng,ping,2
蒷,yún,yun,2
勷,ráng,rang,2
汝,rǔ,ru,3
㯮,shǔ,shu,3
躑,zhí,zhi,2
椺,xí,xi,2
駖,líng,ling,2
嫑,báo,bao,2
溽,rù,ru,4
䄳,䄳,䄳,
囜,nín,nin,2
郧,yún,yun,2
砢,luǒ,luo,3
偱,xún,xun,2
幸,xìng,xing,4
耶,yé,ye,2
打,dǎ,da,3
䲽,dǎo,dao,3
槵,huàn,huan,4
萤,yíng,ying,2
察,chá,cha,2
滭,bì,bi,4
奴,nú,nu,2
戕,qiāng,qiang,1
㝳,㝳,㝳,
㪆,dǐ,di,3
捓,yé,ye,2
䊸,䊸,䊸,
㯽,㯽,㯽,
綪,qiàn,qian,4
磣,chěn,chen,3
镑,bàng,bang,4
齀,wù,wu,4
嶈,qiāng,qiang,1
醲,nóng,nong,2
舆,yú,yu,2
䨔,báo,bao,2
覽,lǎn,lan,3
鵛,jīng,jing,1
螟,míng,ming,2
䴋,xuán,xuan,2
湌,cān,can,1
醢,hǎi,hai,3
䈌,䈌,䈌,
煖,nuǎn,nuan,3
飜,fān,fan,1
淠,pì,pi,4
䙌,hùi,hui,4
缈,miǎo,miao,3
渰,yǎn,yan,3
譮,huà,hua,4
成,chéng,cheng,2
䀊,jiǎo,jiao,3
鎚,chúi,chui,2
犡,lì,li,4
臯,gāo,gao,1
啂,nòu,nou,4
䯔,cén,cen,2
媗,xuān,xuan,1
㼁,㼁,㼁,
䭩,mì,mi,4
芘,pí,pi,2
䌡,tǐ,ti,3
僚,liáo,liao,2
鋓,chān,chan,1
㹟,jué,jue,2
贻,yí,yi,2
烚,xiá,xia,2
㓦,㓦,㓦,
谹,hóng,hong,2
䴎,lěi,lei,3
㼂,é,e,2
㤍,qiǎo,qiao,3
讀,dú,du,2
㱶,bèng,beng,4
鑫,xīn,xin,1
䶖,jìn,jin,4
蜤,sī,si,1
㟾,㟾,㟾,
㤼,㤼,㤼,
訋,diào,diao,4
飇,biāo,biao,1
凔,cāng,cang,1
狱,yù,yu,4
銛,xiān,xian,1
觳,hú,hu,2
弝,bà,ba,4
顚,diān,dian,1
䬺,yàng,yang,4
歯,chǐ,chi,3
㴧,㴧,㴧,
䔣,lí,li,2
䨲,nóu,nou,2
湳,nǎn,nan,3
紸,zhù,zhu,4
跁,pá,pa,2
粱,liáng,liang,2
嬻,dú,du,2
堒,堒,堒,
鞾,xuē,xue,1
砄,jué,jue,2
㼒,qǐu,qiu,3
㻯,tú,tu,2
栃,栃,栃,
醽,líng,ling,2
䰛,lì,li,4
簞,dān,dan,1
樔,cháo,chao,2
謪,shāng,shang,1
茼,tóng,tong,2
䲮,yuán,yuan,2
罝,jū,ju,1
揃,jiān,jian,1
糐,fū,fu,1
鑡,chuò,chuo,4
髶,róng,rong,2
撰,zhuàn,zhuan,4
欷,xī,xi,1
隺,hè,he,4
靐,bìng,bing,4
䆉,bà,ba,4
廡,wǔ,wu,3
㯉,huò,huo,4
栂,méi,mei,2
葪,jì,ji,4
巃,lóng,long,2
寨,zhài,zhai,4
譞,xuān,xuan,1
褹,yì,yi,4
嵀,zhù,zhu,4
艟,tóng,tong,2
粶,lù,lu,4
濂,lián,lian,2
䊭,chóu,chou,2
相,xiāng,xiang,1
麢,líng,ling,2
秈,xiān,xian,1
㼏,něi,nei,3
㼖,lì,li,4
鹮,xuán,xuan,2
㔇,㔇,㔇,
茠,xīu,xiu,1
韵,yùn,yun,4
羠,yí,yi,2
滿,mǎn,man,3
㟠,gǎng,gang,3
烦,fán,fan,2
很,hěn,hen,3
䪾,mí,mi,2
䄡,䄡,䄡,
寄,jì,ji,4
黶,yǎn,yan,3
茒,茒,茒,
鹿,lù,lu,4
喵,miāo,miao,1
罛,gū,gu,1
駘,tái,tai,2
麗,lì,li,4
冮,gāng,gang,1
絲,sī,si,1
㝝,lín,lin,2
㭀,㭀,㭀,
㲅,jì,ji,4
榧,fěi,fei,3
禇,zhě,zhe,3
悸,jì,ji,4
昒,hū,hu,1
髍,mó,mo,2
㦞,chóu,chou,2
㵄,hàn,han,4
蓧,diào,diao,4
鈑,bǎn,ban,3
饍,shàn,shan,4
镵,chán,chan,2
隍,huáng,huang,2
褐,hé,he,2
鶻,gú,gu,2
熣,sūi,sui,1
㲼,yì,yi,4
彲,chī,chi,1
寖,jìn,jin,4
恚,hùi,hui,4
飿,duò,duo,4
邏,luó,luo,2
銑,xiǎn,xian,3
䃴,䃴,䃴,
䶡,shí,shi,2
汪,wāng,wang,1
淙,cóng,cong,2
焴,yù,yu,4
翠,cùi,cui,4
忕,shì,shi,4
櫳,lóng,long,2
䍙,méi,mei,2
惿,tí,ti,2
疼,téng,teng,2
蟳,xún,xun,2
講,jiǎng,jiang,3
傱,sǒng,song,3
劊,gùi,gui,4
䜬,sǒng,song,3
㻷,jí,ji,2
忚,xī,xi,1
檶,qiān,qian,1
㖃,hǒu,hou,3
闤,huán,huan,2
鴙,zhì,zhi,4
㷮,㷮,㷮,
争,zhēng,zheng,1
勪,jué,jue,2
悪,è,e,4
伏,fú,fu,2
牾,wú,wu,2
嗝,gé,ge,2
琸,zhuó,zhuo,2
鿤,鿤,鿤,
㬲,㬲,㬲,
噕,hūi,hui,1
㚎,㚎,㚎,
䤹,䤹,䤹,
瘦,shòu,shou,4
泻,xiè,xie,4
煩,fán,fan,2
鲅,bō,bo,1
㱩,dú,du,2
䡷,kài,kai,4
解,jiě,jie,3
悕,xī,xi,1
鐸,duó,duo,2
㯏,gǔ,gu,3
㴱,㴱,㴱,
豃,hǎn,han,3
訰,tún,tun,2
萷,xiāo,xiao,1
纫,rèn,ren,4
㲋,chuò,chuo,4
穲,lí,li,2
衳,zhōng,zhong,1
憁,cōng,cong,1
崓,gù,gu,4
䫵,mián,mian,2
鮠,wéi,wei,2
歄,歄,歄,
糈,xǔ,xu,3
㻞,biàn,bian,4
亜,yà,ya,4
椧,椧,椧,
螀,jiāng,jiang,1
醊,chuò,chuo,4
㞔,yí,yi,2
䁎,chéng,cheng,2
嵆,jī,ji,1
尵,túi,tui,2
蒣,xú,xu,2
偅,zhòng,zhong,4
兽,shòu,shou,4
彫,diāo,diao,1
燔,fán,fan,2
匼,qià,qia,4
烞,pò,po,4
蝹,yūn,yun,1
鲕,ér,er,2
䁓,jiè,jie,4
闄,yǎo,yao,3
㠁,㠁,㠁,
綈,tí,ti,2
䙛,guàn,guan,4
労,láo,lao,2
俓,jìng,jing,4
线,xiàn,xian,4
樕,sù,su,4
㸊,là,la,4
恵,hùi,hui,4
檘,bì,bi,4
毴,bī,bi,1
煇,hūi,hui,1
勻,yún,yun,2
盎,àng,ang,4
䶨,䶨,䶨,
䏬,móu,mou,2
羅,luó,luo,2
榝,shā,sha,1
聙,jīng,jing,1
嫀,qín,qin,2
哅,xiōng,xiong,1
簭,shì,shi,4
繃,bēng,beng,1
鄬,wéi,wei,2
袍,páo,pao,2
呙,kuāi,kuai,1
仆,pū,pu,1
颿,fán,fan,2
䌳,䌳,䌳,
售,shòu,shou,4
諘,biǎo,biao,3
㪇,xiàn,xian,4
扗,zài,zai,4
昣,zhěn,zhen,3
䵤,jiǎn,jian,3
甏,pèng,peng,4
䬝,héng,heng,2
痋,chóng,chong,2
謐,mì,mi,4
㫰,lǎng,lang,3
尓,ěr,er,3
侾,hāo,hao,1
斘,shēng,sheng,1
歵,cuò,cuo,4
矺,tuō,tuo,1
螅,xī,xi,1
寑,qǐn,qin,3
髴,fú,fu,2
癇,xián,xian,2
縞,gǎo,gao,3
纪,jì,ji,4
媹,líu,liu,2
赃,zāng,zang,1
蜗,guā,gua,1
弬,yí,yi,2
芩,qín,qin,2
釞,zhí,zhi,2
䙋,䙋,䙋,
鐆,sùi,sui,4
釟,bā,ba,1
汒,máng,mang,2
槪,gài,gai,4
蚠,fén,fen,2
簦,dēng,deng,1
荦,luò,luo,4
呛,qiāng,qiang,1
㢕,㢕,㢕,
焳,jué,jue,2
㳞,㳞,㳞,
哼,hēng,heng,1
玠,jiè,jie,4
㽾,wù,wu,4
菘,sōng,song,1
㨶,chóu,chou,2
付,fù,fu,4
㲡,nài,nai,4
厩,jìu,jiu,4
譆,xī,xi,1
躮,躮,躮,
氦,hài,hai,4
苰,hóng,hong,2
旁,páng,pang,2
脣,chún,chun,2
棲,qī,qi,1
覇,bà,ba,4
䃘,䃘,䃘,
钢,gāng,gang,1
汍,wán,wan,2
䌵,zhú,zhu,2
焜,kūn,kun,1
驹,jū,ju,1
棅,bìng,bing,4
敐,chén,chen,2
泹,泹,泹,
麛,mí,mi,2
䑓,tái,tai,2
䚆,ǒu,ou,3
椠,qiàn,qian,4
蕴,yùn,yun,4
妊,rèn,ren,4
衄,nv̀,nv,4
里,lǐ,li,3
揔,zǒng,zong,3
䡔,qǐ,qi,3
捤,捤,捤,
䆯,chuò,chuo,4
費,fèi,fei,4
钎,qiān,qian,1
凥,jū,ju,1
帽,mào,mao,4
筊,jiǎo,jiao,3
蹑,niè,nie,4
魞,魞,魞,
倆,liǎ,lia,3
儺,nuó,nuo,2
慀,xié,xie,2
刡,mǐn,min,3
铍,pī,pi,1
㧭,qióng,qiong,2
渀,bēn,ben,1
嗊,hǒng,hong,3
㡂,lì,li,4
嘅,kǎi,kai,3
栩,xǔ,xu,3
臱,mián,mian,2
㭠,xiǎn,xian,3
䍻,xuǎn,xuan,3
噴,pēn,pen,1
樬,cōng,cong,1
剛,gāng,gang,1
䦍,wù,wu,4
㟎,tuǒ,tuo,3
挕,dié,die,2
軅,軅,軅,
㝗,láng,lang,2
庠,xiáng,xiang,2
莀,chén,chen,2
烷,wán,wan,2
焆,jué,jue,2
淥,lù,lu,4
梌,tú,tu,2
璓,璓,璓,
芎,qiōng,qiong,1
喌,zhōu,zhou,1
鏾,sǎn,san,3
侠,xiá,xia,2
羥,qiǎng,qiang,3
㞢,㞢,㞢,
堟,zhuàn,zhuan,4
欰,xū,xu,1
䯧,qǐng,qing,3
忻,xīn,xin,1
闩,shuān,shuan,1
䧔,mù,mu,4
垞,chá,cha,2
垛,duǒ,duo,3
銄,shàng,shang,4
嗿,tǎn,tan,3
瘙,sāo,sao,1
觍,tiǎn,tian,3
䨄,yàn,yan,4
馰,dì,di,4
㹝,shì,shi,4
䨭,䨭,䨭,
暾,tūn,tun,1
瓝,bó,bo,2
脅,xié,xie,2
熳,màn,man,4
㞚,qì,qi,4
頍,kǔi,kui,3
温,wēn,wen,1
毁,hǔi,hui,3
䋨,fǔ,fu,3
䖁,yì,yi,4
䶂,zhuó,zhuo,2
匳,lián,lian,2
岩,yán,yan,2
睜,zhēng,zheng,1
拸,chǐ,chi,3
铯,sè,se,4
㬩,hùi,hui,4
䘃,mò,mo,4
㩴,jú,ju,2
蘡,yīng,ying,1
䂂,qú,qu,2
鼪,shēng,sheng,1
徠,lái,lai,2
讚,zàn,zan,4
䞊,xùn,xun,4
㩘,yǐ,yi,3
掬,jú,ju,2
鉅,jù,ju,4
蜦,lún,lun,2
倷,nài,nai,4
鯐,鯐,鯐,
核,hé,he,2
㷧,㷧,㷧,
埈,xùn,xun,4
流,líu,liu,2
憩,qì,qi,4
檧,sōng,song,1
浬,lǐ,li,3
顤,rào,rao,4
䦛,zhèng,zheng,4
鎬,hào,hao,4
吧,ba,ba,5
糲,lì,li,4
瀨,lài,lai,4
谣,yáo,yao,2
皨,xīng,xing,1
眲,èr,er,4
捳,yuè,yue,4
漪,yī,yi,1
溜,līu,liu,1
讝,zhān,zhan,1
蘨,yáo,yao,2
欇,shè,she,4
毵,sān,san,1
綦,qí,qi,2
䐻,䐻,䐻,
掸,dǎn,dan,3
蜂,fēng,feng,1
玍,gǎ,ga,3
峁,mǎo,mao,3
鞺,鞺,鞺,
薊,jì,ji,4
䱾,lóu,lou,2
排,pái,pai,2
厳,yán,yan,2
眍,ōu,ou,1
籸,shēn,shen,1
戎,róng,rong,2
㙪,yè,ye,4
覸,jiàn,jian,4
舘,guǎn,guan,3
啾,jīu,jiu,1
澊,cūn,cun,1
柉,fán,fan,2
鞝,zhǎng,zhang,3
頷,hàn,han,4
嗣,sì,si,4
糠,kāng,kang,1
絥,fú,fu,2
岊,jié,jie,2
煞,shā,sha,1
徂,cú,cu,2
駗,zhēn,zhen,1
莔,méng,meng,2
䒟,䒟,䒟,
媶,róng,rong,2
䀺,䀺,䀺,
穐,qīu,qiu,1
沭,shù,shu,4
鄚,mò,mo,4
蛬,gǒng,gong,3
穡,sè,se,4
腕,wàn,wan,4
矝,lín,lin,2
嫤,jìn,jin,4
斃,bì,bi,4
灭,miè,mie,4
錀,lún,lun,2
殟,wēn,wen,1
㞟,diàn,dian,4
芭,bā,ba,1
誊,téng,teng,2
漹,yān,yan,1
铝,lv̌,lv,3
茏,lóng,long,2
嫣,yān,yan,1
嫙,xuán,xuan,2
郋,xí,xi,2
㫞,㫞,㫞,
靧,hùi,hui,4
中,zhōng,zhong,1
坾,zhù,zhu,4
酖,dān,dan,1
啹,啹,啹,
鑼,luó,luo,2
禁,jìn,jin,4
癳,luǒ,luo,3
攠,mí,mi,2
謾,mán,man,2
孓,jué,jue,2
鶕,ān,an,1
蟫,yín,yin,2
㽐,㽐,㽐,
罸,fá,fa,2
啱,yān,yan,1
裬,líng,ling,2
瓆,zhí,zhi,2
煨,wēi,wei,1
釒,釒,釒,
輠,guǒ,guo,3
务,wù,wu,4
㗙,nà,na,4
䥰,mèng,meng,4
尬,gà,ga,4
㳸,㳸,㳸,
䠠,chì,chi,4
恱,yuè,yue,4
鏝,màn,man,4
憟,sù,su,4
烶,tǐng,ting,3
誳,qū,qu,1
檅,sùi,sui,4
菛,mén,men,2
鬯,chàng,chang,4
鱭,jì,ji,4
鎭,zhèn,zhen,4
彂,fā,fa,1
恃,shì,shi,4
咬,yǎo,yao,3
瓳,hú,hu,2
秃,tū,tu,1
䜂,䜂,䜂,
鸗,lóng,long,2
祂,tā,ta,1
徝,zhì,zhi,4
彗,hùi,hui,4
䈒,nǎn,nan,3
顐,hún,hun,2
㺆,㺆,㺆,
䀞,䀞,䀞,
齑,jī,ji,1
鍣,zhāo,zhao,1
课,kè,ke,4
犾,yín,yin,2
剨,huò,huo,4
䉰,yáo,yao,2
䐽,mán,man,2
跊,mèi,mei,4
盛,shèng,sheng,4
謑,xì,xi,4
柙,xiá,xia,2
槌,chúi,chui,2
莡,cuò,cuo,4
弖,hù,hu,4
鎰,yì,yi,4
丆,丆,丆,
䵽,cà,ca,4
閰,jú,ju,2
䞎,䞎,䞎,
檹,yī,yi,1
㾂,㾂,㾂,
灗,shàn,shan,4
肹,xī,xi,1
缣,jiān,jian,1
簈,píng,ping,2
诚,chéng,cheng,2
跺,duò,duo,4
淏,hào,hao,4
濤,tāo,tao,1
妙,miào,miao,4
礲,lóng,long,2
㔨,bèi,bei,4
奲,duǒ,duo,3
萨,sà,sa,4
㷱,㷱,㷱,
藼,xuān,xuan,1
訅,qíu,qiu,2
㢖,㢖,㢖,
媭,xū,xu,1
䧞,fù,fu,4
鮑,bào,bao,4
栌,lú,lu,2
㼧,tóng,tong,2
昤,līng,ling,1
镛,yōng,yong,1
晈,jiǎo,jiao,3
㭭,fèi,fei,4
霳,lóng,long,2
刈,yì,yi,4
畞,mǔ,mu,3
虾,xiā,xia,1
㧛,㧛,㧛,
暗,àn,an,4
啓,qǐ,qi,3
癩,lài,lai,4
懏,jùn,jun,4
诞,dàn,dan,4
倏,shū,shu,1
耙,bà,ba,4
礯,yīng,ying,1
征,zhēng,zheng,1
鷚,liáo,liao,2
䁂,xiàn,xian,4
胭,yān,yan,1
蕛,téng,teng,2
速,sù,su,4
卙,jí,ji,2
㘿,niè,nie,4
䍀,lán,lan,2
䢉,nóng,nong,2
䰕,lú,lu,2
猃,xiǎn,xian,3
㐍,㐍,㐍,
荒,huāng,huang,1
閽,hūn,hun,1
聉,wā,wa,1
趵,bào,bao,4
芈,miē,mie,1
滵,mì,mi,4
箩,luó,luo,2
避,bì,bi,4
顭,hōng,hong,1
䣔,suǒ,suo,3
䓀,䓀,䓀,
䥄,cù,cu,4
餷,chā,cha,1
嚖,hùi,hui,4
眃,yún,yun,2
䴼,chǎn,chan,3
枻,yì,yi,4
䊯,kuàng,kuang,4
欦,qiān,qian,1
例,lì,li,4
繅,sāo,sao,1
勬,juàn,juan,4
娆,rǎo,rao,3
樲,èr,er,4
誤,wù,wu,4
穒,穒,穒,
膲,jiāo,jiao,1
邍,yuán,yuan,2
禟,táng,tang,2
䙒,xù,xu,4
繄,yī,yi,1
嚪,dàn,dan,4
砩,fèi,fei,4
儹,zǎn,zan,3
嚸,diǎn,dian,3
醡,zhà,zha,4
㫘,mì,mi,4
曞,lì,li,4
䦡,huán,huan,2
㔿,zòu,zou,4
瘤,líu,liu,2
䯼,dí,di,2
嶯,jí,ji,2
苯,běn,ben,3
蜄,zhèn,zhen,4
梕,rèn,ren,4
嗡,wēng,weng,1
骑,qí,qi,2
䰙,yǐ,yi,3
蹊,xī,xi,1
錹,kěn,ken,3
驩,huān,huan,1
瀡,sǔi,sui,3
稺,zhì,zhi,4
薈,hùi,hui,4
䪞,zá,za,2
漸,jiàn,jian,4
罔,wǎng,wang,3
䠗,qìu,qiu,4
矃,nǐng,ning,3
項,xiàng,xiang,4
褺,dié,die,2
触,hóng,hong,2
猘,zhì,zhi,4
翣,shà,sha,4
獤,獤,獤,
踐,jiàn,jian,4
碮,tí,ti,2
鵚,tú,tu,2
鐤,dǐng,ding,3
嵭,bēng,beng,1
僂,lv̌,lv,3
輈,zhōu,zhou,1
勡,piào,piao,4
㧊,bá,ba,2
青,qīng,qing,1
勹,bāo,bao,1
㟒,㟒,㟒,
䃮,dá,da,2
韨,fú,fu,2
郬,qīng,qing,1
鼟,tēng,teng,1
嬼,lǐu,liu,3
鸥,ōu,ou,1
礚,kài,kai,4
烉,huàn,huan,4
庩,tú,tu,2
搒,bèng,beng,4
籴,dí,di,2
绱,zhǎng,zhang,3
覹,wéi,wei,2
扥,tuō,tuo,1
坕,jīng,jing,1
鲋,fù,fu,4
叉,chā,cha,1
鄡,qiāo,qiao,1
贩,fàn,fan,4
彩,cǎi,cai,3
宀,mián,mian,2
㗥,kuò,kuo,4
咀,jǔ,ju,3
飙,biāo,biao,1
瞑,míng,ming,2
積,jī,ji,1
聞,wén,wen,2
訞,yāo,yao,1
㘋,xián,xian,2
嘉,jiā,jia,1
嵷,sǒng,song,3
瀪,fán,fan,2
诮,qiào,qiao,4
输,shū,shu,1
枨,chéng,cheng,2
莕,xìng,xing,4
您,nín,nin,2
䥖,tián,tian,2
较,jiào,jiao,4
弿,jiǎn,jian,3
嘲,cháo,chao,2
忭,biàn,bian,4
姎,yāng,yang,1
釢,nái,nai,2
鋻,jiàn,jian,4
䁡,䁡,䁡,
胮,páng,pang,2
簣,kùi,kui,4
竗,miào,miao,4
蹖,chōng,chong,1
寞,mò,mo,4
㯲,jìn,jin,4
䨽,fěi,fei,3
㱴,zì,zi,4
䱖,líu,liu,2
䊨,luó,luo,2
薔,qiáng,qiang,2
㠺,miáo,miao,2
截,jié,jie,2
踢,tī,ti,1
㫱,nǎn,nan,3
融,róng,rong,2
捇,huò,huo,4
罊,qì,qi,4
镹,jǐu,jiu,3
齊,qí,qi,2
绽,zhàn,zhan,4
燮,xiè,xie,4
齩,yǎo,yao,3
櫲,yù,yu,4
䦵,nǐ,ni,3
襥,pú,pu,2
銧,guāng,guang,1
㣅,zàn,zan,4
档,dǎng,dang,3
䟦,bá,ba,2
䯝,sǔi,sui,3
单,dān,dan,1
浴,yù,yu,4
鳮,jī,ji,1
黗,tuǎn,tuan,3
肧,pēi,pei,1
幗,guó,guo,2
骖,cān,can,1
珎,zhēn,zhen,1
鱱,lì,li,4
鳄,è,e,4
鍑,fù,fu,4
姒,sì,si,4
泌,mì,mi,4
聊,liáo,liao,2
鬷,zōng,zong,1
䴘,tī,ti,1
䇶,jué,jue,2
麉,jiān,jian,1
神,shén,shen,2
厥,jué,jue,2
学,xué,xue,2
嵚,qīn,qin,1
赉,lài,lai,4
鵤,鵤,鵤,
磊,lěi,lei,3
貙,chū,chu,1
夾,jiā,jia,1
䦽,xù,xu,4
舕,dàn,dan,4
潠,sùn,sun,4
詩,shī,shi,1
涐,é,e,2
矜,jīn,jin,1
翈,xiá,xia,2
嵦,ái,ai,2
蒮,yù,yu,4
虂,lù,lu,4
辕,yuán,yuan,2
鎧,kǎi,kai,3
䡺,wèi,wei,4
跶,tà,ta,4
碈,mín,min,2
癸,gǔi,gui,3
椩,椩,椩,
䱙,䱙,䱙,
䀲,mù,mu,4
㦐,nì,ni,4
裿,qǐ,qi,3
㬚,chè,che,4
鯰,nián,nian,2
梏,gù,gu,4
暥,yàn,yan,4
錙,zī,zi,1
湋,wéi,wei,2
豤,kěn,ken,3
烽,fēng,feng,1
辱,rǔ,ru,3
跲,jiá,jia,2
饗,xiǎng,xiang,3
齦,kěn,ken,3
鮧,yí,yi,2
襞,bì,bi,4
紫,zǐ,zi,3
䩒,yú,yu,2
飦,zhān,zhan,1
懰,líu,liu,2
席,xí,xi,2
蘔,jiōng,jiong,1
忊,dìng,ding,4
潞,lù,lu,4
懻,jì,ji,4
䂠,shé,she,2
釲,sì,si,4
䀐,sǎn,san,3
崖,yá,ya,2
湆,qì,qi,4
襁,jiǎng,jiang,3
錮,gù,gu,4
沆,háng,hang,2
㣯,xiè,xie,4
绁,xiè,xie,4
厜,zūi,zui,1
䭉,sǔi,sui,3
劂,jué,jue,2
梨,lí,li,2
㴩,㴩,㴩,
東,dōng,dong,1
寱,yì,yi,4
芼,mào,mao,4
頺,túi,tui,2
䀇,gǔ,gu,3
褗,yǎn,yan,3
嗰,gè,ge,4
礞,méng,meng,2
鷿,pì,pi,4
㻁,㻁,㻁,
夀,shòu,shou,4
谮,zèn,zen,4
醯,xī,xi,1
哊,yù,yu,4
濻,wěi,wei,3
斑,bān,ban,1
軰,bèi,bei,4
賃,lìn,lin,4
舱,cāng,cang,1
䡥,róng,rong,2
观,guān,guan,1
旎,nǐ,ni,3
彝,yí,yi,2
褓,bǎo,bao,3
䰘,líu,liu,2
悧,lì,li,4
鄢,yān,yan,1
䬭,䬭,䬭,
爴,jué,jue,2
㞐,jū,ju,1
遽,jù,ju,4
窕,tiǎo,tiao,3
怓,náo,nao,2
錅,lí,li,2
䗺,yǎn,yan,3
锄,chú,chu,2
怤,fū,fu,1
㜚,sù,su,4
笉,zhěn,zhen,3
访,fǎng,fang,3
廄,jìu,jiu,4
歚,歚,歚,
糭,zòng,zong,4
街,jiē,jie,1
虦,zhàn,zhan,4
詐,zhà,zha,4
疬,lì,li,4
㔉,zhú,zhu,2
顰,pín,pin,2
䘵,lù,lu,4
浧,yǐng,ying,3
緧,qīu,qiu,1
㚠,㚠,㚠,
激,jī,ji,1
鼍,tuó,tuo,2
固,gù,gu,4
頎,qí,qi,2
嘻,xī,xi,1
溭,zé,ze,2
㖽,zé,ze,2
鮦,tóng,tong,2
皬,hè,he,4
鸒,yú,yu,2
舮,舮,舮,
呫,tiē,tie,1
奂,huàn,huan,4
哜,jì,ji,4
謘,chí,chi,2
鯸,hóu,hou,2
痏,wěi,wei,3
贂,chěn,chen,3
営,yíng,ying,2
颏,hái,hai,2
