hanzi,trad,simp,pinyin,toneless,tone,zhuyin
拃,拃,拃,zhǎn,zhan,3,ㄓㄢ
菧,菧,菧,dǐ,di,3,ㄉㄧ
顏,顏,颜,yán,yan,2,ㄧㄢ
髢,髢,髢,tì,ti,4,ㄊㄧ
鷍,鷍,鷍,jiāo,jiao,1,ㄐㄧㄠ
觿,觿,觿,xī,xi,1,ㄒㄧ
礘,礘,礘,qì,qi,4,ㄑㄧ
䕿,䕿,䕿,hàn,han,4,ㄏㄢ
袿,袿,袿,gūi,gui,1,ㄍㄨㄟ
聳,聳,耸,sǒng,song,3,ㄙㄨㄥ
䂆,䂆,䂆,xù,xu,4,ㄒㄩ
耧,耬,耧,lóu,lou,2,ㄌㄡ
矻,矻,矻,kù,ku,4,ㄎㄨ
颗,顆,颗,kē,ke,1,ㄎㄜ
䯚,䯚,䯚,ǒu,ou,3,ㄡ
鈭,鈭,鈭,zī,zi,1,ㄗ
蘭,蘭,兰,lán,lan,2,ㄌㄢ
裟,裟,裟,shā,sha,1,ㄕㄚ
㷗,㷗,㷗,jiǒng,jiong,3,ㄐㄩㄥ
䫤,䫤,䫤,míng,ming,2,ㄇㄧㄥ
鴨,鴨,鸭,yā,ya,1,ㄧㄚ
㵑,㵑,㵑,hè,he,4,ㄏㄜ
筚,篳,筚,bì,bi,4,ㄅㄧ
廨,廨,廨,xiè,xie,4,ㄒㄧㄝ
衩,衩,衩,chà,cha,4,ㄔㄚ
咒,咒,咒,zhòu,zhou,4,ㄓㄡ
岒,岒,岒,qián,qian,2,ㄑㄧㄢ
蜀,蜀,蜀,shǔ,shu,3,ㄕㄨ
鿷,鿷,鿷,鿷,鿷,,
陁,陁,陁,tuó,tuo,2,ㄊㄨㄛ
漋,漋,漋,lóng,long,2,ㄌㄨㄥ
綖,綖,綖,yán,yan,2,ㄧㄢ
䁋,䁋,䁋,shé,she,2,ㄕㄜ
礌,礌,礌,lèi,lei,4,ㄌㄟ
滵,滵,滵,mì,mi,4,ㄇㄧ
裋,裋,裋,shù,shu,4,ㄕㄨ
毴,毴,毴,bī,bi,1,ㄅㄧ
㬾,㬾,㬾,㬾,㬾,,
黷,黷,黩,dú,du,2,ㄉㄨ
㷝,㷝,㷝,㷝,㷝,,
䐓,䐓,䐓,róu,rou,2,ㄖㄡ
兗,兗,兖,yǎn,yan,3,ㄧㄢ
饄,饄,饄,táng,tang,2,ㄊㄤ
㨞,㨞,㨞,sù,su,4,ㄙㄨ
戋,戔,戋,jiān,jian,1,ㄐㄧㄢ
㰿,㰿,㰿,㰿,㰿,,
带,帶,带,dài,dai,4,ㄉㄞ
軶,軶,軶,è,e,4,ㄜ
㨲,㨲,㨲,cè,ce,4,ㄘㄜ
類,類,类,lèi,lei,4,ㄌㄟ
鱹,鱹,鱹,guàn,guan,4,ㄍㄨㄢ
卆,卆,卆,zú,zu,2,ㄗㄨ
祚,祚,祚,zuò,zuo,4,ㄗㄨㄛ
棶,棶,梾,lái,lai,2,ㄌㄞ
氲,氳,氲,yūn,yun,1,ㄩㄣ
䡟,䡟,䡟,pì,pi,4,ㄆㄧ
胵,胵,胵,zhì,zhi,4,ㄓ
㥚,㥚,㥚,yú,yu,2,ㄩ
倾,傾,倾,qīng,qing,1,ㄑㄧㄥ
彂,彂,彂,fā,fa,1,ㄈㄚ
隣,隣,隣,lín,lin,2,ㄌㄧㄣ
旬,旬,旬,xún,xun,2,ㄒㄩㄣ
崛,崛,崛,jué,jue,2,ㄐㄩㄝ
眼,眼,眼,yǎn,yan,3,ㄧㄢ
㣚,㣚,㣚,tóng,tong,2,ㄊㄨㄥ
侊,侊,侊,guāng,guang,1,ㄍㄨㄤ
嗵,嗵,嗵,tōng,tong,1,ㄊㄨㄥ
䔁,䔁,䔁,lì,li,4,ㄌㄧ
幉,幉,幉,幉,幉,,
䶩,䶩,䶩,jì,ji,4,ㄐㄧ
淭,淭,淭,qú,qu,2,ㄑㄩ
䠓,䠓,䠓,cù,cu,4,ㄘㄨ
皷,皷,皷,gǔ,gu,3,ㄍㄨ
㻱,㻱,㻱,㻱,㻱,,
瑠,瑠,瑠,líu,liu,2,ㄌㄧㄡ
甪,甪,甪,lù,lu,4,ㄌㄨ
䐝,䐝,䐝,suǒ,suo,3,ㄙㄨㄛ
韃,韃,鞑,dá,da,2,ㄉㄚ
㖨,㖨,㖨,lù,lu,4,ㄌㄨ
諲,諲,諲,yīn,yin,1,ㄧㄣ
讈,讈,讈,lì,li,4,ㄌㄧ
猚,猚,猚,yá,ya,2,ㄧㄚ
处,處,处,chù,chu,4,ㄔㄨ
簔,簔,簔,suō,suo,1,ㄙㄨㄛ
穄,穄,穄,jì,ji,4,ㄐㄧ
教,教,教,jiào,jiao,4,ㄐㄧㄠ
苼,苼,苼,shēng,sheng,1,ㄕㄥ
㔘,㔘,㔘,chù,chu,4,ㄔㄨ
暺,暺,暺,dàn,dan,4,ㄉㄢ
圍,圍,围,wéi,wei,2,ㄨㄟ
丆,丆,丆,丆,丆,,
冻,凍,冻,dòng,dong,4,ㄉㄨㄥ
捞,撈,捞,lāo,lao,1,ㄌㄠ
结,結,结,jié,jie,2,ㄐㄧㄝ
讕,讕,谰,lán,lan,2,ㄌㄢ
鮝,鮝,鲞,xiǎng,xiang,3,ㄒㄧㄤ
絯,絯,絯,gāi,gai,1,ㄍㄞ
鉊,鉊,鉊,zhāo,zhao,1,ㄓㄠ
䰷,䰷,䰷,bàng,bang,4,ㄅㄤ
洂,洂,洂,yì,yi,4,ㄧ
恪,恪,恪,kè,ke,4,ㄎㄜ
閎,閎,闳,hóng,hong,2,ㄏㄨㄥ
鼉,鼉,鼍,tuó,tuo,2,ㄊㄨㄛ
㬭,㬭,㬭,jiào,jiao,4,ㄐㄧㄠ
仱,仱,仱,qián,qian,2,ㄑㄧㄢ
傏,傏,傏,táng,tang,2,ㄊㄤ
汅,汅,汅,miǎn,mian,3,ㄇㄧㄢ
䡇,䡇,䡇,yuè,yue,4,ㄩㄝ
䰞,䰞,䰞,zhǔ,zhu,3,ㄓㄨ
韣,韣,韣,dú,du,2,ㄉㄨ
䕝,䕝,䕝,䕝,䕝,,
㾥,㾥,㾥,xù,xu,4,ㄒㄩ
彇,彇,彇,xiāo,xiao,1,ㄒㄧㄠ
飪,飪,饪,rèn,ren,4,ㄖㄣ
弸,弸,弸,péng,peng,2,ㄆㄥ
茤,茤,茤,jì,ji,4,ㄐㄧ
擸,擸,擸,liè,lie,4,ㄌㄧㄝ
䜻,䜻,䜻,chǐ,chi,3,ㄔ
嶰,嶰,嶰,xiè,xie,4,ㄒㄧㄝ
焰,焰,焰,yàn,yan,4,ㄧㄢ
艣,艣,艣,lǔ,lu,3,ㄌㄨ
酰,酰,酰,xiān,xian,1,ㄒㄧㄢ
㜊,㜊,㜊,pàng,pang,4,ㄆㄤ
鰐,鰐,鳄,è,e,4,ㄜ
䛏,䛏,䛏,ní,ni,2,ㄋㄧ
雓,雓,雓,yú,yu,2,ㄩ
鳔,鰾,鳔,biào,biao,4,ㄅㄧㄠ
儡,儡,儡,lěi,lei,3,ㄌㄟ
洶,洶,汹,xiōng,xiong,1,ㄒㄩㄥ
哌,呱,哌,pài,pai,4,ㄆㄞ
軛,軛,轭,è,e,4,ㄜ
鲻,鯔,鲻,zī,zi,1,ㄗ
麍,麍,麍,líu,liu,2,ㄌㄧㄡ
鹙,鶖,鹙,qīu,qiu,1,ㄑㄧㄡ
纸,紙,纸,zhǐ,zhi,3,ㄓ
㾝,㾝,㾝,chè,che,4,ㄔㄜ
䊊,䊊,䊊,mèi,mei,4,ㄇㄟ
臁,臁,臁,lián,lian,2,ㄌㄧㄢ
䇴,䇴,䇴,䇴,䇴,,
鮻,鮻,鮻,shā,sha,1,ㄕㄚ
蟫,蟫,蟫,yín,yin,2,ㄧㄣ
鬘,鬘,鬘,mán,man,2,ㄇㄢ
䧞,䧞,䧞,fù,fu,4,ㄈㄨ
㳛,㳛,㳛,yú,yu,2,ㄩ
㣃,㣃,㣃,yǔ,yu,3,ㄩ
䏰,䏰,䏰,rěn,ren,3,ㄖㄣ
㫪,㫪,㫪,㫪,㫪,,
爀,爀,爀,hè,he,4,ㄏㄜ
砈,砈,砈,nuǒ,nuo,3,ㄋㄨㄛ
聏,聏,聏,ér,er,2,ㄦ
犌,犌,犌,jiā,jia,1,ㄐㄧㄚ
跅,跅,跅,tuò,tuo,4,ㄊㄨㄛ
㢈,㢈,㢈,túi,tui,2,ㄊㄨㄟ
泍,泍,泍,bēn,ben,1,ㄅㄣ
誼,誼,谊,yì,yi,4,ㄧ
罌,罌,罂,yīng,ying,1,ㄧㄥ
掵,掵,掵,掵,掵,,
獆,獆,獆,háo,hao,2,ㄏㄠ
䔴,䔴,䔴,cè,ce,4,ㄘㄜ
㓡,㓡,㓡,fǔ,fu,3,ㄈㄨ
靔,靔,靔,tiān,tian,1,ㄊㄧㄢ
姩,姩,姩,niàn,nian,4,ㄋㄧㄢ
嗷,嗷,嗷,áo,ao,2,ㄠ
堼,堼,堼,fēng,feng,1,ㄈㄥ
嗽,嗽,嗽,sòu,sou,4,ㄙㄡ
犸,獁,犸,mà,ma,4,ㄇㄚ
攘,攘,攘,ràng,rang,4,ㄖㄤ
秘,秘,秘,mì,mi,4,ㄇㄧ
燋,燋,燋,jiāo,jiao,1,ㄐㄧㄠ
贿,賄,贿,hùi,hui,4,ㄏㄨㄟ
䂉,䂉,䂉,hóu,hou,2,ㄏㄡ
䄮,䄮,䄮,䄮,䄮,,
㣰,㣰,㣰,xiè,xie,4,ㄒㄧㄝ
䨮,䨮,䨮,xuě,xue,3,ㄒㄩㄝ
堲,堲,堲,jí,ji,2,ㄐㄧ
襞,襞,襞,bì,bi,4,ㄅㄧ
䦠,䦠,䦠,shǐ,shi,3,ㄕ
怴,怴,怴,xù,xu,4,ㄒㄩ
肃,肅,肃,sù,su,4,ㄙㄨ
蜆,蜆,蚬,xiàn,xian,4,ㄒㄧㄢ
寘,寘,寘,zhì,zhi,4,ㄓ
硃,硃,朱,zhū,zhu,1,ㄓㄨ
杏,杏,杏,xìng,xing,4,ㄒㄧㄥ
䮱,䮱,䮱,zhú,zhu,2,ㄓㄨ
暗,暗,暗,àn,an,4,ㄢ
殬,殬,殬,dù,du,4,ㄉㄨ
妉,妉,妉,dān,dan,1,ㄉㄢ
慥,慥,慥,zào,zao,4,ㄗㄠ
㔫,㔫,㔫,㔫,㔫,,
巍,巍,巍,wēi,wei,1,ㄨㄟ
嶵,嶵,嶵,zǔi,zui,3,ㄗㄨㄟ
轎,轎,轿,jiào,jiao,4,ㄐㄧㄠ
翶,翶,翶,翶,翶,,
㳢,㳢,㳢,㳢,㳢,,
牋,牋,牋,jiān,jian,1,ㄐㄧㄢ
侺,侺,侺,shèn,shen,4,ㄕㄣ
嬖,嬖,嬖,bì,bi,4,ㄅㄧ
乸,乸,乸,nǎ,na,3,ㄋㄚ
全,全,全,quán,quan,2,ㄑㄩㄢ
洃,洃,洃,hūi,hui,1,ㄏㄨㄟ
礸,礸,礸,zǎn,zan,3,ㄗㄢ
䢺,䢺,䢺,䢺,䢺,,
䄙,䄙,䄙,míng,ming,2,ㄇㄧㄥ
澏,澏,澏,hàn,han,4,ㄏㄢ
㬿,㬿,㬿,dùn,dun,4,ㄉㄨㄣ
巎,巎,巎,náo,nao,2,ㄋㄠ
㻆,㻆,㻆,㻆,㻆,,
㼦,㼦,㼦,gǒng,gong,3,ㄍㄨㄥ
䥪,䥪,䥪,xiǎn,xian,3,ㄒㄧㄢ
䁿,䁿,䁿,mò,mo,4,ㄇㄛ
憺,憺,憺,dàn,dan,4,ㄉㄢ
诌,謅,诌,zōu,zou,1,ㄗㄡ
滉,滉,滉,huǎng,huang,3,ㄏㄨㄤ
腟,腟,腟,zhì,zhi,4,ㄓ
虮,蟣,虮,jī,ji,1,ㄐㄧ
恆,恆,恆,héng,heng,2,ㄏㄥ
沠,沠,沠,líu,liu,2,ㄌㄧㄡ
僺,僺,僺,qiào,qiao,4,ㄑㄧㄠ
栭,栭,栭,ér,er,2,ㄦ
鄺,鄺,邝,kuàng,kuang,4,ㄎㄨㄤ
竸,竸,竸,jìng,jing,4,ㄐㄧㄥ
筦,筦,筦,guǎn,guan,3,ㄍㄨㄢ
柺,柺,柺,guǎi,guai,3,ㄍㄨㄞ
瑚,瑚,瑚,hú,hu,2,ㄏㄨ
嚿,嚿,嚿,huò,huo,4,ㄏㄨㄛ
蔔,蔔,卜,bo,bo,5,ㄅㄛ
擑,擑,擑,jiē,jie,1,ㄐㄧㄝ
诹,諏,诹,zōu,zou,1,ㄗㄡ
葯,葯,葯,yào,yao,4,ㄧㄠ
䱸,䱸,䱸,䱸,䱸,,
䢳,䢳,䢳,jǐ,ji,3,ㄐㄧ
腞,腞,腞,zhuàn,zhuan,4,ㄓㄨㄢ
庸,庸,庸,yōng,yong,1,ㄩㄥ
翤,翤,翤,chì,chi,4,ㄔ
䟝,䟝,䟝,tòu,tou,4,ㄊㄡ
配,配,配,pèi,pei,4,ㄆㄟ
糊,糊,煳,hú,hu,2,ㄏㄨ
汔,汔,汔,qì,qi,4,ㄑㄧ
䛂,䛂,䛂,chí,chi,2,ㄔ
嚎,嚎,嚎,háo,hao,2,ㄏㄠ
抦,抦,抦,bǐng,bing,3,ㄅㄧㄥ
鳁,鰮,鳁,wēn,wen,1,ㄨㄣ
䖒,䖒,䖒,䖒,䖒,,
彏,彏,彏,jué,jue,2,ㄐㄩㄝ
穥,穥,穥,yù,yu,4,ㄩ
臠,臠,脔,luán,luan,2,ㄌㄨㄢ
琿,琿,珲,hún,hun,2,ㄏㄨㄣ
褝,褝,褝,褝,褝,,
衯,衯,衯,fēn,fen,1,ㄈㄣ
瀶,瀶,瀶,lín,lin,2,ㄌㄧㄣ
櫌,櫌,櫌,yōu,you,1,ㄧㄡ
霜,霜,霜,shuāng,shuang,1,ㄕㄨㄤ
㩵,㩵,㩵,è,e,4,ㄜ
槏,槏,槏,qiǎn,qian,3,ㄑㄧㄢ
瀝,瀝,沥,lì,li,4,ㄌㄧ
㜿,㜿,㜿,xù,xu,4,ㄒㄩ
鄿,鄿,鄿,qí,qi,2,ㄑㄧ
蓬,蓬,蓬,péng,peng,2,ㄆㄥ
夑,夑,夑,夑,夑,,
蜪,蜪,蜪,tāo,tao,1,ㄊㄠ
氃,氃,氃,tóng,tong,2,ㄊㄨㄥ
潘,潘,潘,pān,pan,1,ㄆㄢ
禯,禯,禯,nóng,nong,2,ㄋㄨㄥ
嬘,嬘,嬘,sùi,sui,4,ㄙㄨㄟ
啩,啩,啩,guà,gua,4,ㄍㄨㄚ
馷,馷,馷,pèi,pei,4,ㄆㄟ
䥞,䥞,䥞,jiǎo,jiao,3,ㄐㄧㄠ
黶,黶,黡,yǎn,yan,3,ㄧㄢ
轔,轔,辚,lín,lin,2,ㄌㄧㄣ
落,落,落,luò,luo,4,ㄌㄨㄛ
䱚,䱚,䱚,lù,lu,4,ㄌㄨ
勦,勦,勦,jiǎo,jiao,3,ㄐㄧㄠ
蔾,蔾,蔾,lí,li,2,ㄌㄧ
䒢,䒢,䒢,áng,ang,2,ㄤ
藰,藰,藰,líu,liu,2,ㄌㄧㄡ
酼,酼,酼,hǎi,hai,3,ㄏㄞ
焀,焀,焀,hú,hu,2,ㄏㄨ
劉,劉,刘,líu,liu,2,ㄌㄧㄡ
燾,燾,焘,dào,dao,4,ㄉㄠ
硿,硿,硿,kōng,kong,1,ㄎㄨㄥ
荂,荂,荂,kuā,kua,1,ㄎㄨㄚ
塎,塎,塎,yǒng,yong,3,ㄩㄥ
窦,竇,窦,dòu,dou,4,ㄉㄡ
譙,譙,谯,qiáo,qiao,2,ㄑㄧㄠ
佇,佇,伫,zhù,zhu,4,ㄓㄨ
鮰,鮰,鮰,húi,hui,2,ㄏㄨㄟ
龟,龜,龟,gūi,gui,1,ㄍㄨㄟ
曉,曉,晓,xiǎo,xiao,3,ㄒㄧㄠ
䕱,䕱,䕱,dǒu,dou,3,ㄉㄡ
是,是,是,shì,shi,4,ㄕ
匷,匷,匷,qú,qu,2,ㄑㄩ
完,完,完,wán,wan,2,ㄨㄢ
獢,獢,獢,xiāo,xiao,1,ㄒㄧㄠ
㾲,㾲,㾲,㾲,㾲,,
霩,霩,霩,huò,huo,4,ㄏㄨㄛ
祇,祇,祇,qí,qi,2,ㄑㄧ
徨,徨,徨,huáng,huang,2,ㄏㄨㄤ
枛,枛,枛,zhào,zhao,4,ㄓㄠ
棋,棋,棋,qí,qi,2,ㄑㄧ
騭,騭,骘,zhì,zhi,4,ㄓ
赋,賦,赋,fù,fu,4,ㄈㄨ
踣,踣,踣,bó,bo,2,ㄅㄛ
嚤,嚤,嚤,mó,mo,2,ㄇㄛ
琩,琩,琩,chāng,chang,1,ㄔㄤ
覉,覉,覉,jī,ji,1,ㄐㄧ
㳌,㳌,㳌,㳌,㳌,,
釁,釁,衅,xìn,xin,4,ㄒㄧㄣ
䣔,䣔,䣔,suǒ,suo,3,ㄙㄨㄛ
撏,撏,挦,xún,xun,2,ㄒㄩㄣ
㷆,㷆,㷆,dòu,dou,4,ㄉㄡ
母,母,母,mǔ,mu,3,ㄇㄨ
孙,孫,孙,sūn,sun,1,ㄙㄨㄣ
銉,銉,銉,yù,yu,4,ㄩ
秥,秥,秥,nián,nian,2,ㄋㄧㄢ
飜,飜,飜,fān,fan,1,ㄈㄢ
稼,稼,稼,jià,jia,4,ㄐㄧㄚ
剜,剜,剜,wān,wan,1,ㄨㄢ
嬾,嬾,嬾,lǎn,lan,3,ㄌㄢ
囹,囹,囹,líng,ling,2,ㄌㄧㄥ
慪,慪,怄,òu,ou,4,ㄡ
瑂,瑂,瑂,méi,mei,2,ㄇㄟ
顃,顃,顃,yán,yan,2,ㄧㄢ
迢,迢,迢,tiáo,tiao,2,ㄊㄧㄠ
䫳,䫳,䫳,dú,du,2,ㄉㄨ
牾,牾,牾,wú,wu,2,ㄨ
顶,頂,顶,dǐng,ding,3,ㄉㄧㄥ
䀅,䀅,䀅,shè,she,4,ㄕㄜ
嫫,嫫,嫫,mó,mo,2,ㄇㄛ
蜘,蜘,蜘,zhī,zhi,1,ㄓ
䵄,䵄,䵄,bí,bi,2,ㄅㄧ
騖,騖,骛,wù,wu,4,ㄨ
蔸,蔸,蔸,dōu,dou,1,ㄉㄡ
澰,澰,澰,liàn,lian,4,ㄌㄧㄢ
䲶,䲶,䲶,䲶,䲶,,
虿,蠆,虿,chài,chai,4,ㄔㄞ
靗,靗,靗,chèng,cheng,4,ㄔㄥ
睷,睷,睷,jiān,jian,1,ㄐㄧㄢ
焴,焴,焴,yù,yu,4,ㄩ
趜,趜,趜,jú,ju,2,ㄐㄩ
㑻,㑻,㑻,mà,ma,4,ㄇㄚ
緄,緄,绲,gǔn,gun,3,ㄍㄨㄣ
禼,禼,禼,xiè,xie,4,ㄒㄧㄝ
妺,妺,妺,mò,mo,4,ㄇㄛ
鳋,鰠,鳋,sāo,sao,1,ㄙㄠ
踪,蹤,踪,zōng,zong,1,ㄗㄨㄥ
湱,湱,湱,huò,huo,4,ㄏㄨㄛ
䖎,䖎,䖎,xiá,xia,2,ㄒㄧㄚ
骎,駸,骎,qīn,qin,1,ㄑㄧㄣ
㟲,㟲,㟲,jué,jue,2,ㄐㄩㄝ
斁,斁,斁,yì,yi,4,ㄧ
碙,碙,碙,gāng,gang,1,ㄍㄤ
弅,弅,弅,fén,fen,2,ㄈㄣ
灂,灂,灂,zhuó,zhuo,2,ㄓㄨㄛ
賴,賴,赖,lài,lai,4,ㄌㄞ
梕,梕,梕,rèn,ren,4,ㄖㄣ
䡨,䡨,䡨,chà,cha,4,ㄔㄚ
罽,罽,罽,jì,ji,4,ㄐㄧ
縳,縳,縳,zhuàn,zhuan,4,ㄓㄨㄢ
訛,訛,讹,é,e,2,ㄜ
蚸,蚸,蚸,lì,li,4,ㄌㄧ
螒,螒,螒,hàn,han,4,ㄏㄢ
䕌,䕌,䕌,zhì,zhi,4,ㄓ
緥,緥,緥,bǎo,bao,3,ㄅㄠ
噧,噧,噧,hùi,hui,4,ㄏㄨㄟ
滭,滭,滭,bì,bi,4,ㄅㄧ
炼,煉,炼,liàn,lian,4,ㄌㄧㄢ
玄,玄,玄,xuán,xuan,2,ㄒㄩㄢ
絓,絓,絓,guà,gua,4,ㄍㄨㄚ
蚆,蚆,蚆,pā,pa,1,ㄆㄚ
䛗,䛗,䛗,zhǐ,zhi,3,ㄓ
㢛,㢛,㢛,yàn,yan,4,ㄧㄢ
䶵,䶵,䶵,chí,chi,2,ㄔ
裎,裎,裎,chéng,cheng,2,ㄔㄥ
㜎,㜎,㜎,qí,qi,2,ㄑㄧ
栨,栨,栨,jié,jie,2,ㄐㄧㄝ
遾,遾,遾,shì,shi,4,ㄕ
睵,睵,睵,睵,睵,,
乱,亂,乱,luàn,luan,4,ㄌㄨㄢ
藇,藇,藇,xù,xu,4,ㄒㄩ
痩,痩,痩,shòu,shou,4,ㄕㄡ
輓,輓,輓,wǎn,wan,3,ㄨㄢ
偳,偳,偳,duān,duan,1,ㄉㄨㄢ
㔥,㔥,㔥,pí,pi,2,ㄆㄧ
灆,灆,灆,lán,lan,2,ㄌㄢ
䘱,䘱,䘱,yù,yu,4,ㄩ
䖿,䖿,䖿,lí,li,2,ㄌㄧ
齖,齖,齖,yá,ya,2,ㄧㄚ
䎵,䎵,䎵,bì,bi,4,ㄅㄧ
譼,譼,譼,jiàn,jian,4,ㄐㄧㄢ
眸,眸,眸,móu,mou,2,ㄇㄡ
羶,羶,羶,shān,shan,1,ㄕㄢ
晧,晧,晧,hào,hao,4,ㄏㄠ
邁,邁,迈,mài,mai,4,ㄇㄞ
岋,岋,岋,è,e,4,ㄜ
枫,楓,枫,fēng,feng,1,ㄈㄥ
鍧,鍧,鍧,hōng,hong,1,ㄏㄨㄥ
闐,闐,阗,tián,tian,2,ㄊㄧㄢ
㵊,㵊,㵊,shěn,shen,3,ㄕㄣ
䱍,䱍,䱍,gèng,geng,4,ㄍㄥ
弊,弊,弊,bì,bi,4,ㄅㄧ
濱,濱,滨,bīn,bin,1,ㄅㄧㄣ
頫,頫,頫,fǔ,fu,3,ㄈㄨ
㠂,㠂,㠂,áo,ao,2,ㄠ
䲸,䲸,䲸,jiè,jie,4,ㄐㄧㄝ
爔,爔,爔,xī,xi,1,ㄒㄧ
翘,翹,翘,qiáo,qiao,2,ㄑㄧㄠ
鹖,鶡,鹖,hé,he,2,ㄏㄜ
茙,茙,茙,róng,rong,2,ㄖㄨㄥ
幾,幾,几,jǐ,ji,3,ㄐㄧ
尌,尌,尌,shù,shu,4,ㄕㄨ
㲠,㲠,㲠,máo,mao,2,ㄇㄠ
禁,禁,禁,jìn,jin,4,ㄐㄧㄣ
跴,跴,跴,cǎi,cai,3,ㄘㄞ
焎,焎,焎,xiè,xie,4,ㄒㄧㄝ
舳,舳,舳,zhú,zhu,2,ㄓㄨ
㟐,㟐,㟐,mǎng,mang,3,ㄇㄤ
衪,衪,衪,yǐ,yi,3,ㄧ
拽,拽,拽,yè,ye,4,ㄧㄝ
囌,囌,苏,sū,su,1,ㄙㄨ
滪,澦,滪,yù,yu,4,ㄩ
㯐,㯐,㯐,fǎng,fang,3,ㄈㄤ
郃,郃,郃,hé,he,2,ㄏㄜ
媚,媚,媚,mèi,mei,4,ㄇㄟ
䇾,䇾,䇾,yán,yan,2,ㄧㄢ
騄,騄,騄,lù,lu,4,ㄌㄨ
䂑,䂑,䂑,䂑,䂑,,
燻,燻,燻,xūn,xun,1,ㄒㄩㄣ
邋,邋,邋,lá,la,2,ㄌㄚ
㚿,㚿,㚿,páo,pao,2,ㄆㄠ
㿻,㿻,㿻,㿻,㿻,,
䃃,䃃,䃃,䃃,䃃,,
鑯,鑯,鑯,jiān,jian,1,ㄐㄧㄢ
點,點,点,diǎn,dian,3,ㄉㄧㄢ
匼,匼,匼,qià,qia,4,ㄑㄧㄚ
藛,藛,藛,xiě,xie,3,ㄒㄧㄝ
潶,潶,潶,hēi,hei,1,ㄏㄟ
纮,紘,纮,hóng,hong,2,ㄏㄨㄥ
瘊,瘊,瘊,hóu,hou,2,ㄏㄡ
龺,龺,龺,龺,龺,,
標,標,标,biāo,biao,1,ㄅㄧㄠ
砹,砹,砹,nuǒ,nuo,3,ㄋㄨㄛ
埔,埔,埔,pǔ,pu,3,ㄆㄨ
盤,盤,盘,pán,pan,2,ㄆㄢ
顨,顨,顨,xùn,xun,4,ㄒㄩㄣ
圫,圫,圫,yù,yu,4,ㄩ
柧,柧,柧,gū,gu,1,ㄍㄨ
㰤,㰤,㰤,kě,ke,3,ㄎㄜ
做,做,做,zuò,zuo,4,ㄗㄨㄛ
唉,唉,唉,āi,ai,1,ㄞ
䫨,䫨,䫨,ào,ao,4,ㄠ
郇,郇,郇,xún,xun,2,ㄒㄩㄣ
潠,潠,潠,sùn,sun,4,ㄙㄨㄣ
屳,屳,屳,xiān,xian,1,ㄒㄧㄢ
鰓,鰓,鳃,sāi,sai,1,ㄙㄞ
㮬,㮬,㮬,㮬,㮬,,
瓕,瓕,瓕,mí,mi,2,ㄇㄧ
註,註,註,zhù,zhu,4,ㄓㄨ
鵌,鵌,鵌,yú,yu,2,ㄩ
㬙,㬙,㬙,wěi,wei,3,ㄨㄟ
䬼,䬼,䬼,yuàn,yuan,4,ㄩㄢ
㮪,㮪,㮪,qióng,qiong,2,ㄑㄩㄥ
筣,筣,筣,lì,li,4,ㄌㄧ
䳢,䳢,䳢,qí,qi,2,ㄑㄧ
誁,誁,誁,běng,beng,3,ㄅㄥ
㰃,㰃,㰃,mián,mian,2,ㄇㄧㄢ
䓫,䓫,䓫,jì,ji,4,ㄐㄧ
饛,饛,饛,méng,meng,2,ㄇㄥ
伓,伓,伓,bēi,bei,1,ㄅㄟ
犎,犎,犎,fēng,feng,1,ㄈㄥ
䴠,䴠,䴠,yǎo,yao,3,ㄧㄠ
㻌,㻌,㻌,tú,tu,2,ㄊㄨ
㰏,㰏,㰏,㰏,㰏,,
蹑,躡,蹑,niè,nie,4,ㄋㄧㄝ
须,須,须,xū,xu,1,ㄒㄩ
䋺,䋺,䋺,䋺,䋺,,
胁,脅,胁,xié,xie,2,ㄒㄧㄝ
槼,槼,槼,gūi,gui,1,ㄍㄨㄟ
㣈,㣈,㣈,sì,si,4,ㄙ
䭣,䭣,䭣,cí,ci,2,ㄘ
衜,衜,衜,dào,dao,4,ㄉㄠ
岝,岝,岝,zuò,zuo,4,ㄗㄨㄛ
饩,餼,饩,xì,xi,4,ㄒㄧ
尮,尮,尮,duò,duo,4,ㄉㄨㄛ
獒,獒,獒,áo,ao,2,ㄠ
碄,碄,碄,lín,lin,2,ㄌㄧㄣ
㛋,㛋,㛋,㛋,㛋,,
鬭,鬭,鬭,dòu,dou,4,ㄉㄡ
繩,繩,绳,shéng,sheng,2,ㄕㄥ
砀,碭,砀,dàng,dang,4,ㄉㄤ
鋔,鋔,鋔,wǎn,wan,3,ㄨㄢ
岤,岤,岤,xuè,xue,4,ㄒㄩㄝ
繿,繿,繿,lán,lan,2,ㄌㄢ
懃,懃,懃,qín,qin,2,ㄑㄧㄣ
佭,佭,佭,xiáng,xiang,2,ㄒㄧㄤ
棗,棗,枣,zǎo,zao,3,ㄗㄠ
琶,琶,琶,pá,pa,2,ㄆㄚ
嫓,嫓,嫓,pì,pi,4,ㄆㄧ
桭,桭,桭,zhēn,zhen,1,ㄓㄣ
砅,砅,砅,lì,li,4,ㄌㄧ
饢,饢,馕,nǎng,nang,3,ㄋㄤ
醙,醙,醙,sōu,sou,1,ㄙㄡ
疗,療,疗,liáo,liao,2,ㄌㄧㄠ
胗,胗,胗,zhēn,zhen,1,ㄓㄣ
